fechaDato,idVariable,bateria,bateria_voltios,valor
1568964956,2,80,4.04,12.96
1568965061,2,78,4.03,12.95
1568965145,2,80,4.04,12.95
1568965260,2,80,4.04,12.95
1568965370,2,80,4.04,12.94
1568965484,2,80,4.03,12.95
1568965581,2,80,4.04,12.97
1568965691,2,80,4.04,12.95
1568965805,2,80,4.04,12.96
1568965919,2,80,4.03,12.96
1568966023,2,79,4.03,12.97
1568966138,2,79,4.03,12.98
1568966234,2,80,4.03,12.97
1568966348,2,79,4.03,12.95
1568966434,2,79,4.03,12.94
1568966548,2,79,4.03,12.93
1568966645,2,79,4.04,12.92
1568966760,2,79,4.04,12.93
1568966875,2,78,4.03,12.92
1568966990,2,79,4.04,12.92
1568967094,2,79,4.04,12.92
1568967209,2,79,4.04,12.95
1568967310,2,79,4.04,12.95
1568967425,2,78,4.04,12.96
1568967533,2,77,4.02,12.97
1568967648,2,78,4.03,12.98
1568967747,2,79,4.03,12.98
1568967862,2,79,4.04,13.00
1568967976,2,79,4.03,13.00
1568968080,2,79,4.04,13.00
1568968194,2,79,4.04,12.99
1568968272,2,79,4.03,12.98
1568968386,2,78,4.03,12.98
1568968466,2,78,4.03,12.97
1568968580,2,78,4.03,12.94
1568968656,2,78,4.03,12.95
1568968771,2,78,4.03,12.90
1568968885,2,78,4.03,12.87
1568968999,2,78,4.03,12.86
1568969113,2,78,4.03,12.84
1568969227,2,79,4.03,12.84
1568969341,2,78,4.03,12.81
1568969440,2,78,4.03,12.80
1568969555,2,78,4.03,12.76
1568969669,2,78,4.03,12.72
1568969783,2,78,4.03,12.68
1568969898,2,78,4.03,12.65
1568970012,2,78,4.03,12.63
1568970126,2,78,4.03,12.63
1568970197,2,78,4.03,12.64
1568970312,2,77,4.03,12.64
1568970426,2,78,4.03,12.65
1568970540,2,78,4.03,12.64
1568970654,2,78,4.02,12.63
1568970768,2,79,4.02,12.62
1568970882,2,78,4.02,12.62
1568970996,2,77,4.02,12.62
1568971110,2,78,4.03,12.60
1568971224,2,75,4.02,12.57
1568971338,2,77,4.02,12.57
1568971452,2,78,4.02,12.55
1568971566,2,78,4.02,12.53
1568971680,2,78,4.03,12.52
1568971794,2,78,4.02,12.54
1568971908,2,78,4.03,12.55
1568972022,2,78,4.02,12.54
1568972136,2,78,4.02,12.54
1568972250,2,78,4.02,12.55
1568972364,2,78,4.03,12.55
1568972474,2,78,4.02,12.56
1568972594,2,78,4.03,12.58
1568972704,2,78,4.02,12.59
1568972814,2,78,4.02,12.60
1568972924,2,78,4.02,12.60
1568973034,2,78,4.03,12.61
1568973148,2,78,4.02,12.61
1568978259,2,77,4.02,12.50
1568978403,2,77,4.02,12.44
1568978518,2,77,4.02,12.46
1568978628,2,77,4.02,12.48
1568978742,2,76,4.02,12.50
1568982020,2,76,4.02,13.14
1568982144,2,76,4.01,13.16
1568982258,2,76,4.02,13.17
1568982368,2,76,4.02,13.19
1568982488,2,77,4.02,13.20
1568982598,2,76,4.02,13.17
1568982708,2,76,4.01,13.15
1568982818,2,76,4.02,13.13
1568982936,2,77,4.02,13.13
1568983050,2,76,4.02,13.14
1568983160,2,77,4.01,13.15
1568983270,2,76,4.01,13.14
1568983380,2,77,4.01,13.20
1568983490,2,77,4.02,13.24
1568983600,2,76,4.02,13.24
1568983710,2,76,4.02,13.27
1568983820,2,76,4.02,13.28
1568983930,2,76,4.02,13.34
1568984040,2,77,4.01,13.37
1568984150,2,76,4.02,13.42
1568984260,2,76,4.02,13.48
1568984370,2,76,4.02,13.53
1568984480,2,77,4.02,13.51
1568984590,2,77,4.01,13.45
1568984700,2,76,4.03,13.41
1568984810,2,77,4.02,13.34
1568984916,2,78,4.04,13.30
1568985024,2,76,4.01,13.30
1568985132,2,76,4.02,13.29
1568985243,2,77,4.04,13.24
1568985355,2,76,4.02,13.21
1568985420,2,76,4.02,13.23
1568985528,2,78,4.03,13.27
1568985636,2,76,4.04,13.27
1568985743,2,78,4.01,13.29
1568985860,2,79,4.02,13.31
1568985966,2,78,4.04,13.28
1568986074,2,76,4.02,13.31
1568986185,2,76,4.03,13.29
1568986292,2,78,4.02,13.37
1568986403,2,78,4.04,13.39
1568986511,2,77,4.02,13.47
1568986632,2,78,4.02,13.48
1568986739,2,79,4.04,13.40
1568986850,2,78,4.02,13.31
1568986957,2,77,4.04,13.30
1568987068,2,80,4.04,13.44
1568987182,2,79,4.03,13.44
1568987289,2,80,4.04,13.47
1568987396,2,78,4.04,13.41
1568987507,2,80,4.03,13.39
1568987618,2,79,4.04,13.39
1568987729,2,80,4.04,13.42
1568987836,2,78,4.02,13.46
1568987943,2,79,4.05,13.50
1568988050,2,78,4.05,13.59
1568988161,2,78,4.03,13.72
1568988268,2,80,4.04,13.69
1568988375,2,80,4.04,13.66
1568988482,2,80,4.03,13.69
1568988593,2,79,4.02,13.60
1568988699,2,79,4.02,13.51
1568988806,2,80,4.03,13.57
1568988912,2,78,4.02,13.64
1568989019,2,78,4.04,13.64
1568989126,2,77,4.04,13.61
1568989233,2,77,4.02,13.58
1568989340,2,76,4.02,13.54
1568989447,2,79,4.02,13.50
1568989554,2,77,4.02,13.37
1568989661,2,77,4.03,13.35
1568989772,2,79,4.02,13.35
1568989879,2,76,4.03,13.23
1568989986,2,77,4.04,13.20
1568990093,2,77,4.02,13.16
1568990200,2,77,4.04,13.15
1568990307,2,80,4.04,13.27
1568990414,2,80,4.04,13.39
1568990521,2,80,4.05,13.50
1568990628,2,81,4.05,13.61
1568990739,2,81,4.05,13.69
1568990846,2,81,4.05,13.87
1568990953,2,81,4.05,14.03
1568991060,2,82,4.05,14.10
1568991167,2,82,4.06,14.20
1568991274,2,82,4.06,14.24
1568991381,2,82,4.06,14.30
1568991488,2,82,4.06,14.29
1568991595,2,82,4.06,14.23
1568991702,2,82,4.06,14.37
1568991809,2,82,4.06,14.43
1568991916,2,83,4.07,14.51
1568992023,2,83,4.07,14.58
1568992134,2,83,4.07,14.72
1568992241,2,83,4.07,14.86
1568992348,2,82,4.07,15.07
1568992455,2,83,4.07,15.24
1568992561,2,83,4.07,15.37
1568992668,2,83,4.07,15.39
1568992774,2,83,4.07,15.44
1568992880,2,83,4.07,15.34
1568992987,2,83,4.07,15.44
1568993093,2,83,4.07,15.51
1568993200,2,83,4.07,15.49
1568993306,2,83,4.07,15.60
1568993413,2,83,4.07,15.82
1568993520,2,83,4.07,15.94
1568993627,2,84,4.07,16.11
1568993738,2,84,4.07,16.05
1568993845,2,84,4.07,16.18
1568993952,2,84,4.07,16.30
1568994063,2,84,4.08,16.38
1568994174,2,84,4.08,16.38
1568994285,2,84,4.08,16.54
1568994396,2,84,4.08,16.57
1568994507,2,84,4.08,16.75
1568994614,2,84,4.08,16.98
1568994721,2,84,4.08,17.18
1568994828,2,84,4.08,17.29
1568994935,2,84,4.08,17.39
1568995042,2,85,4.08,17.41
1568995153,2,85,4.08,17.44
1568995260,2,85,4.08,17.39
1568995367,2,85,4.08,17.37
1568995474,2,85,4.08,17.35
1568995581,2,85,4.08,17.42
1568995688,2,85,4.08,17.55
1568995809,2,85,4.08,17.59
1568995916,2,85,4.08,17.56
1568996028,2,85,4.08,17.59
1568996135,2,85,4.08,17.77
1568996242,2,85,4.08,17.87
1568996349,2,85,4.08,17.87
1568996460,2,85,4.08,17.94
1568996571,2,85,4.08,17.86
1568996682,2,85,4.09,17.77
1568996793,2,85,4.09,17.88
1568996900,2,85,4.09,17.99
1568997007,2,85,4.09,18.09
1568997118,2,85,4.09,18.01
1568997225,2,85,4.09,17.85
1568997335,2,85,4.09,17.73
1568997441,2,85,4.09,17.68
1568997548,2,85,4.09,17.61
1568997655,2,86,4.09,17.63
1568997762,2,85,4.09,17.67
1568997869,2,86,4.09,17.68
1568997976,2,86,4.09,17.69
1568998083,2,85,4.09,17.67
1568998190,2,85,4.09,17.64
1568998296,2,85,4.09,17.62
1568998403,2,86,4.09,17.51
1568998514,2,86,4.09,17.39
1568998621,2,86,4.09,17.34
1568998728,2,86,4.09,17.37
1568998839,2,86,4.09,17.40
1568998946,2,86,4.09,17.46
1568999053,2,86,4.09,17.46
1568999160,2,87,4.09,17.49
1568999271,2,87,4.09,17.48
1568999378,2,87,4.09,17.46
1568999485,2,87,4.10,17.48
1568999596,2,87,4.10,17.51
1568999703,2,87,4.10,17.53
1568999810,2,87,4.10,17.63
1568999921,2,87,4.10,17.80
1569000028,2,87,4.10,17.84
1569000135,2,87,4.10,17.88
1569000242,2,87,4.10,17.86
1569000349,2,88,4.10,17.89
1569000456,2,88,4.10,17.98
1569000564,2,87,4.10,18.03
1569000671,2,88,4.10,18.06
1569000783,2,88,4.10,18.08
1569000890,2,88,4.10,18.07
1569000997,2,88,4.10,18.12
1569001104,2,88,4.10,18.12
1569001211,2,88,4.10,18.16
1569001321,2,88,4.10,18.21
1569001428,2,88,4.10,18.39
1569001535,2,88,4.10,18.52
1569001642,2,88,4.10,18.54
1569001749,2,88,4.10,18.57
1569001856,2,88,4.10,18.59
1569001967,2,88,4.10,18.66
1569002076,2,88,4.10,18.73
1569002183,2,88,4.10,18.59
1569002289,2,88,4.10,18.50
1569002395,2,88,4.10,18.46
1569002502,2,88,4.10,18.46
1569002608,2,88,4.10,18.44
1569002714,2,88,4.11,18.41
1569002820,2,88,4.11,18.45
1569002927,2,88,4.11,18.45
1569003038,2,88,4.11,18.50
1569003145,2,88,4.11,18.58
1569003252,2,88,4.11,18.70
1569003359,2,88,4.11,18.83
1569003466,2,88,4.11,18.94
1569003573,2,88,4.11,18.95
1569003680,2,88,4.11,19.05
1569003787,2,88,4.11,19.05
1569003894,2,88,4.11,19.10
1569004001,2,88,4.11,18.98
1569004108,2,89,4.11,18.92
1569004215,2,89,4.11,18.93
1569004322,2,89,4.11,18.94
1569004429,2,89,4.11,18.91
1569004536,2,89,4.11,18.84
1569004646,2,89,4.11,18.79
1569004753,2,89,4.11,18.92
1569004860,2,89,4.11,18.96
1569004967,2,89,4.11,19.00
1569005074,2,89,4.11,19.12
1569005181,2,89,4.11,19.21
1569005288,2,89,4.11,19.17
1569005395,2,89,4.11,19.21
1569005506,2,89,4.11,19.10
1569005620,2,89,4.11,19.21
1569005727,2,89,4.11,19.35
1569005834,2,89,4.11,19.40
1569005941,2,89,4.12,19.38
1569006048,2,89,4.11,19.40
1569006155,2,89,4.12,19.47
1569006262,2,89,4.12,19.38
1569006369,2,89,4.12,19.25
1569006476,2,89,4.12,19.15
1569006583,2,89,4.11,19.17
1569006690,2,89,4.12,19.24
1569006797,2,89,4.12,19.33
1569006903,2,89,4.12,19.45
1569007010,2,89,4.12,19.60
1569007117,2,89,4.12,19.71
1569007224,2,89,4.12,19.84
1569007331,2,90,4.12,19.90
1569007438,2,90,4.12,20.01
1569007544,2,90,4.12,20.01
1569007650,2,90,4.12,20.09
1569007757,2,90,4.12,20.08
1569007863,2,90,4.12,20.04
1569007970,2,90,4.12,20.09
1569008077,2,90,4.12,20.03
1569008184,2,90,4.12,19.97
1569008291,2,90,4.12,19.98
1569008398,2,90,4.12,19.99
1569008509,2,90,4.12,19.79
1569008616,2,90,4.12,19.61
1569008723,2,90,4.12,19.49
1569008830,2,90,4.12,19.40
1569008937,2,90,4.12,19.38
1569009044,2,90,4.12,19.22
1569009151,2,90,4.12,19.20
1569009258,2,90,4.12,19.23
1569009365,2,90,4.12,19.26
1569009472,2,90,4.12,19.25
1569009589,2,90,4.12,19.12
1569009696,2,90,4.12,18.91
1569009803,2,90,4.12,18.76
1569009910,2,90,4.13,18.67
1569010017,2,90,4.13,18.71
1569010128,2,90,4.13,18.64
1569010235,2,90,4.13,18.60
1569010349,2,90,4.13,18.58
1569010456,2,90,4.13,18.52
1569010563,2,90,4.13,18.50
1569010674,2,90,4.13,18.51
1569010781,2,90,4.13,18.42
1569010888,2,90,4.13,18.42
1569010995,2,90,4.13,18.45
1569011102,2,90,4.13,18.39
1569011209,2,90,4.13,18.22
1569011315,2,90,4.13,18.11
1569011421,2,90,4.13,18.12
1569011528,2,90,4.13,18.05
1569011635,2,91,4.13,17.96
1569011741,2,91,4.13,17.86
1569011848,2,91,4.13,17.75
1569011959,2,91,4.13,17.76
1569012066,2,91,4.13,17.84
1569012173,2,91,4.13,17.82
1569012279,2,91,4.13,17.72
1569012396,2,91,4.13,17.65
1569012503,2,91,4.13,17.64
1569012609,2,91,4.13,17.60
1569012716,2,91,4.13,17.53
1569012823,2,91,4.13,17.45
1569012930,2,91,4.13,17.47
1569013037,2,91,4.13,17.52
1569013144,2,91,4.13,17.53
1569013251,2,91,4.13,17.46
1569013358,2,91,4.13,17.45
1569013468,2,90,4.13,17.45
1569013575,2,91,4.13,17.45
1569013683,2,91,4.13,17.43
1569013794,2,91,4.13,17.37
1569013901,2,91,4.13,17.29
1569014008,2,91,4.13,17.24
1569014115,2,91,4.11,17.22
1569014226,2,91,4.12,17.22
1569014333,2,91,4.13,17.16
1569014440,2,89,4.13,17.09
1569014547,2,91,4.13,17.06
1569014654,2,91,4.13,17.00
1569014761,2,92,4.13,16.92
1569014868,2,91,4.13,16.90
1569014975,2,92,4.13,16.88
1569015094,2,90,4.13,16.89
1569015201,2,92,4.13,16.93
1569015308,2,91,4.13,16.92
1569015415,2,91,4.13,16.88
1569015522,2,90,4.11,16.82
1569015629,2,91,4.13,16.77
1569015736,2,91,4.12,16.72
1569015847,2,91,4.13,16.66
1569015964,2,90,4.12,16.61
1569016071,2,90,4.12,16.56
1569016178,2,91,4.12,16.54
1569016285,2,89,4.12,16.50
1569016392,2,91,4.11,16.46
1569016499,2,89,4.12,16.41
1569016605,2,90,4.11,16.38
1569016712,2,91,4.11,16.35
1569016818,2,90,4.12,16.31
1569016924,2,91,4.13,16.29
1569017031,2,91,4.11,16.30
1569017138,2,89,4.12,16.29
1569017244,2,91,4.12,16.29
1569017351,2,90,4.12,16.27
1569017458,2,90,4.12,16.24
1569017565,2,89,4.11,16.19
1569017672,2,89,4.12,16.11
1569017779,2,89,4.12,16.05
1569017886,2,88,4.12,16.00
1569017993,2,89,4.12,15.93
1569018100,2,90,4.11,15.87
1569018207,2,89,4.12,15.81
1569018314,2,89,4.11,15.77
1569018421,2,89,4.11,15.73
1569018527,2,89,4.11,15.69
1569018634,2,89,4.11,15.64
1569018741,2,89,4.11,15.60
1569018852,2,89,4.12,15.56
1569018959,2,89,4.13,15.51
1569019066,2,89,4.11,15.47
1569019173,2,89,4.11,15.42
1569019280,2,88,4.12,15.36
1569019387,2,89,4.11,15.33
1569019494,2,89,4.11,15.27
1569019601,2,89,4.11,15.25
1569019708,2,88,4.11,15.23
1569019815,2,89,4.11,15.19
1569019922,2,89,4.11,15.12
1569020036,2,88,4.11,15.08
1569020144,2,88,4.11,15.03
1569020251,2,89,4.11,14.98
1569020358,2,89,4.10,14.94
1569020465,2,89,4.10,14.85
1569020572,2,88,4.10,14.79
1569020679,2,88,4.10,14.74
1569020786,2,88,4.11,14.70
1569020893,2,89,4.11,14.68
1569021000,2,88,4.10,14.63
1569021107,2,88,4.10,14.61
1569021214,2,88,4.10,14.60
1569021321,2,88,4.10,14.57
1569021428,2,88,4.10,14.53
1569021535,2,88,4.11,14.52
1569021642,2,88,4.11,14.54
1569021749,2,88,4.11,14.53
1569021856,2,88,4.11,14.54
1569021963,2,87,4.11,14.52
1569022073,2,88,4.11,14.50
1569022181,2,88,4.11,14.46
1569022288,2,88,4.10,14.45
1569022395,2,88,4.11,14.45
1569022502,2,87,4.11,14.43
1569022609,2,87,4.11,14.38
1569022716,2,88,4.10,14.33
1569022823,2,88,4.10,14.32
1569022931,2,88,4.10,14.30
1569023038,2,88,4.10,14.28
1569023155,2,88,4.10,14.22
1569023262,2,88,4.10,14.19
1569023373,2,88,4.10,14.20
1569023480,2,88,4.10,14.21
1569023587,2,88,4.10,14.20
1569023694,2,88,4.10,14.18
1569023801,2,88,4.10,14.18
1569023908,2,88,4.10,14.15
1569024015,2,88,4.10,14.12
1569024122,2,88,4.10,14.11
1569024229,2,88,4.10,14.11
1569024336,2,88,4.10,14.09
1569024443,2,88,4.10,14.04
1569024550,2,88,4.10,13.98
1569024657,2,88,4.09,13.92
1569024764,2,88,4.10,13.88
1569024871,2,88,4.10,13.83
1569024978,2,88,4.10,13.82
1569025085,2,88,4.10,13.82
1569025192,2,88,4.09,13.84
1569025299,2,88,4.10,13.88
1569025406,2,88,4.09,13.92
1569025513,2,88,4.10,13.97
1569025620,2,88,4.09,13.96
1569025727,2,88,4.09,13.93
1569025837,2,87,4.09,13.98
1569025944,2,88,4.09,14.00
1569026059,2,87,4.09,13.98
1569026166,2,86,4.09,13.98
1569026273,2,87,4.09,13.96
1569026380,2,87,4.09,13.97
1569026487,2,87,4.10,13.92
1569026593,2,87,4.10,13.89
1569026699,2,88,4.10,13.87
1569026810,2,87,4.10,13.88
1569026918,2,87,4.09,13.87
1569027025,2,87,4.09,13.84
1569027133,2,87,4.09,13.84
1569027240,2,87,4.10,13.90
1569027347,2,88,4.10,13.94
1569027454,2,87,4.09,13.95
1569027561,2,87,4.10,13.95
1569027668,2,85,4.10,13.93
1569027775,2,86,4.10,13.90
1569027882,2,87,4.09,13.88
1569027989,2,85,4.09,13.83
1569028096,2,87,4.09,13.79
1569028203,2,87,4.09,13.78
1569028310,2,87,4.09,13.78
1569028417,2,86,4.09,13.78
1569028524,2,85,4.09,13.75
1569028631,2,87,4.09,13.78
1569028738,2,86,4.09,13.79
1569028845,2,85,4.09,13.78
1569028952,2,86,4.09,13.79
1569029059,2,86,4.09,13.79
1569029166,2,85,4.09,13.80
1569029273,2,86,4.09,13.82
1569029380,2,85,4.09,13.84
1569029487,2,86,4.09,13.82
1569029594,2,86,4.09,13.83
1569029701,2,87,4.09,13.82
1569029808,2,85,4.09,13.82
1569029922,2,85,4.09,13.74
1569030029,2,85,4.09,13.67
1569030136,2,86,4.08,13.67
1569030243,2,86,4.08,13.71
1569030350,2,86,4.08,13.69
1569030457,2,86,4.08,13.69
1569030564,2,85,4.09,13.67
1569030671,2,86,4.08,13.67
1569030778,2,85,4.09,13.67
1569030885,2,85,4.08,13.69
1569030992,2,85,4.08,13.75
1569031102,2,85,4.09,13.81
1569031209,2,85,4.08,13.79
1569031315,2,85,4.08,13.78
1569031422,2,86,4.08,13.78
1569031528,2,85,4.08,13.86
1569031635,2,85,4.08,13.94
1569031742,2,85,4.09,14.00
1569031848,2,84,4.09,14.07
1569031954,2,85,4.09,14.11
1569032061,2,85,4.08,14.14
1569032167,2,85,4.08,14.12
1569032274,2,85,4.09,14.14
1569032381,2,85,4.08,14.17
1569032488,2,85,4.08,14.18
1569032595,2,85,4.09,14.17
1569032702,2,86,4.08,14.14
1569032809,2,85,4.08,14.17
1569032920,2,85,4.08,14.21
1569033027,2,85,4.08,14.25
1569033134,2,85,4.08,14.27
1569033241,2,85,4.08,14.29
1569033348,2,85,4.08,14.29
1569033455,2,85,4.09,14.24
1569033562,2,85,4.08,14.19
1569033669,2,85,4.08,14.17
1569033776,2,85,4.08,14.15
1569033883,2,85,4.08,14.15
1569033990,2,85,4.08,14.13
1569034097,2,85,4.08,14.12
1569034204,2,85,4.08,14.09
1569034315,2,85,4.08,14.03
1569034422,2,85,4.08,13.97
1569034529,2,85,4.08,13.97
1569034636,2,85,4.08,13.95
1569034743,2,85,4.08,13.89
1569034858,2,84,4.08,13.84
1569034965,2,85,4.08,13.79
1569035072,2,85,4.08,13.77
1569035179,2,85,4.08,13.77
1569035286,2,85,4.08,13.76
1569035393,2,83,4.08,13.77
1569035500,2,85,4.08,13.84
1569035607,2,85,4.07,13.84
1569035714,2,83,4.08,13.76
1569035821,2,85,4.08,13.66
1569035928,2,85,4.07,13.62
1569036034,2,85,4.07,13.60
1569036141,2,85,4.08,13.54
1569036247,2,84,4.07,13.48
1569036353,2,82,4.07,13.41
1569036459,2,84,4.08,13.42
1569036565,2,83,4.07,13.45
1569036671,2,84,4.07,13.46
1569036778,2,83,4.07,13.39
1569036885,2,84,4.07,13.35
1569036992,2,84,4.07,13.37
1569037099,2,84,4.08,13.39
1569037205,2,84,4.07,13.44
1569037316,2,84,4.08,13.46
1569037423,2,84,4.07,13.45
1569037534,2,84,4.08,13.45
1569037641,2,84,4.08,13.47
1569037748,2,84,4.07,13.45
1569037855,2,83,4.08,13.47
1569037962,2,84,4.08,13.54
1569038069,2,84,4.07,13.57
1569038176,2,84,4.07,13.53
1569038283,2,84,4.08,13.41
1569038390,2,84,4.07,13.36
1569038497,2,82,4.07,13.31
1569038604,2,84,4.07,13.26
1569038711,2,84,4.07,13.24
1569038818,2,84,4.07,13.27
1569038925,2,84,4.07,13.31
1569039032,2,84,4.08,13.32
1569039139,2,83,4.07,13.32
1569039246,2,84,4.07,13.36
1569039353,2,83,4.07,13.41
1569039460,2,83,4.07,13.44
1569039567,2,83,4.07,13.43
1569039678,2,83,4.07,13.39
1569039785,2,83,4.07,13.39
1569039892,2,83,4.07,13.43
1569039999,2,83,4.07,13.47
1569040106,2,83,4.07,13.49
1569040217,2,83,4.07,13.45
1569040324,2,83,4.07,13.43
1569040431,2,83,4.07,13.44
1569040538,2,83,4.07,13.46
1569040645,2,83,4.07,13.47
1569040752,2,84,4.06,13.48
1569040859,2,83,4.07,13.44
1569040966,2,83,4.06,13.42
1569041073,2,83,4.07,13.43
1569041180,2,83,4.07,13.43
1569041287,2,83,4.07,13.43
1569041394,2,83,4.06,13.40
1569041501,2,83,4.06,13.41
1569041608,2,83,4.06,13.33
1569041714,2,83,4.06,13.26
1569041821,2,83,4.06,13.27
1569041928,2,83,4.06,13.31
1569042035,2,83,4.06,13.31
1569042142,2,83,4.07,13.30
1569042249,2,83,4.06,13.29
1569042356,2,83,4.06,13.29
1569042467,2,83,4.06,13.29
1569042574,2,83,4.06,13.32
1569042695,2,83,4.06,13.34
1569042802,2,83,4.07,13.37
1569042909,2,83,4.07,13.37
1569043016,2,83,4.07,13.44
1569043123,2,83,4.06,13.47
1569043230,2,83,4.06,13.48
1569043337,2,82,4.07,13.49
1569043444,2,83,4.07,13.52
1569043551,2,83,4.06,13.51
1569043658,2,83,4.06,13.52
1569043765,2,82,4.06,13.53
1569043872,2,82,4.06,13.52
1569043989,2,83,4.06,13.45
1569044100,2,83,4.06,13.43
1569044207,2,83,4.06,13.45
1569044314,2,82,4.06,13.44
1569044421,2,82,4.06,13.44
1569044532,2,82,4.06,13.48
1569044639,2,82,4.06,13.47
1569044746,2,83,4.06,13.47
1569044853,2,82,4.06,13.45
1569044960,2,82,4.06,13.44
1569045067,2,82,4.06,13.47
1569045178,2,82,4.06,13.50
1569045285,2,82,4.06,13.53
1569045392,2,82,4.06,13.54
1569045498,2,82,4.06,13.54
1569045604,2,82,4.06,13.55
1569045710,2,82,4.06,13.56
1569045817,2,82,4.06,13.54
1569045924,2,81,4.06,13.52
1569046030,2,82,4.06,13.46
1569046140,2,82,4.06,13.41
1569046247,2,82,4.06,13.36
1569046354,2,81,4.06,13.31
1569046460,2,82,4.05,13.28
1569046570,2,81,4.06,13.23
1569046677,2,82,4.05,13.22
1569046783,2,81,4.05,13.16
1569046890,2,82,4.05,13.07
1569046997,2,81,4.06,13.01
1569047104,2,82,4.05,12.94
1569047211,2,82,4.05,12.89
1569047318,2,82,4.05,12.78
1569047425,2,82,4.05,12.65
1569047532,2,82,4.06,12.54
1569047639,2,82,4.06,12.50
1569047746,2,82,4.06,12.48
1569047853,2,80,4.06,12.51
1569047960,2,82,4.06,12.52
1569048067,2,81,4.06,12.55
1569048174,2,82,4.06,12.51
1569048281,2,82,4.05,12.49
1569048388,2,82,4.06,12.47
1569048495,2,82,4.05,12.44
1569048602,2,80,4.06,12.42
1569048709,2,82,4.06,12.41
1569048816,2,82,4.06,12.38
1569048927,2,82,4.05,12.38
1569049034,2,82,4.05,12.38
1569049141,2,82,4.05,12.34
1569049248,2,82,4.05,12.29
1569049355,2,82,4.05,12.29
1569049462,2,82,4.05,12.30
1569049569,2,82,4.05,12.38
1569049676,2,81,4.05,12.41
1569049783,2,80,4.05,12.39
1569049890,2,80,4.05,12.40
1569049997,2,81,4.05,12.41
1569050104,2,81,4.05,12.38
1569050211,2,80,4.05,12.35
1569050318,2,81,4.05,12.41
1569050425,2,82,4.05,12.45
1569050531,2,80,4.05,12.46
1569050638,2,81,4.05,12.46
1569050745,2,81,4.05,12.44
1569050851,2,81,4.05,12.42
1569050957,2,81,4.05,12.41
1569051064,2,81,4.05,12.45
1569051170,2,81,4.05,12.47
1569051276,2,81,4.05,12.48
1569051383,2,82,4.05,12.44
1569051489,2,81,4.05,12.43
1569051596,2,81,4.05,12.48
1569051703,2,81,4.04,12.54
1569051810,2,80,4.05,12.60
1569051917,2,81,4.05,12.70
1569052024,2,81,4.05,12.85
1569052131,2,80,4.05,12.99
1569052238,2,81,4.04,13.08
1569052345,2,81,4.04,13.08
1569052452,2,81,4.04,13.09
1569052559,2,80,4.04,13.03
1569052666,2,80,4.04,12.97
1569052773,2,80,4.04,12.87
1569052880,2,80,4.04,12.77
1569052987,2,80,4.04,12.70
1569053094,2,80,4.04,12.59
1569053201,2,80,4.05,12.52
1569053308,2,80,4.04,12.47
1569053415,2,80,4.04,12.45
1569053522,2,80,4.04,12.42
1569053629,2,80,4.05,12.38
1569053736,2,80,4.05,12.39
1569053843,2,80,4.05,12.37
1569053950,2,80,4.05,12.34
1569054057,2,80,4.04,12.29
1569054164,2,81,4.05,12.25
1569054271,2,79,4.05,12.20
1569054378,2,80,4.04,12.17
1569054485,2,81,4.04,12.10
1569054592,2,80,4.04,12.10
1569054699,2,80,4.04,12.10
1569054806,2,80,4.04,12.04
1569054913,2,80,4.04,11.97
1569055020,2,80,4.04,12.06
1569055127,2,80,4.04,12.19
1569055234,2,80,4.04,12.22
1569055340,2,80,4.04,12.12
1569055446,2,80,4.04,12.03
1569055553,2,80,4.04,11.96
1569055660,2,80,4.04,11.87
1569055767,2,80,4.04,11.79
1569055874,2,80,4.04,11.75
1569055981,2,80,4.04,11.74
1569056088,2,80,4.04,11.67
1569056195,2,80,4.04,11.62
1569056301,2,80,4.04,11.52
1569056408,2,80,4.04,11.46
1569056515,2,80,4.04,11.43
1569056626,2,80,4.04,11.38
1569056733,2,80,4.04,11.39
1569056840,2,80,4.04,11.46
1569056947,2,80,4.04,11.51
1569057055,2,80,4.04,11.49
1569057162,2,80,4.04,11.50
1569057269,2,78,4.04,11.58
1569057376,2,80,4.03,11.66
1569057483,2,80,4.04,11.78
1569057590,2,80,4.04,11.86
1569057697,2,80,4.03,11.89
1569057804,2,80,4.04,11.84
1569057915,2,80,4.04,11.77
1569058022,2,80,4.03,11.72
1569058129,2,78,4.03,11.68
1569058236,2,79,4.03,11.66
1569058343,2,79,4.03,11.72
1569058450,2,79,4.03,11.78
1569058557,2,79,4.03,11.85
1569058664,2,79,4.03,11.88
1569058771,2,79,4.03,11.86
1569058878,2,79,4.03,11.86
1569058989,2,78,4.04,11.87
1569059096,2,80,4.03,11.89
1569059203,2,79,4.04,11.87
1569059310,2,78,4.04,11.84
1569059417,2,79,4.03,11.81
1569059524,2,79,4.04,11.80
1569059631,2,79,4.04,11.83
1569059738,2,79,4.03,11.91
1569059845,2,79,4.03,11.96
1569059952,2,79,4.03,11.95
1569060059,2,79,4.04,11.92
1569060166,2,79,4.04,11.90
1569060273,2,79,4.03,12.00
1569060379,2,79,4.03,12.11
1569060486,2,78,4.03,12.16
1569060593,2,79,4.03,12.15
1569060700,2,79,4.03,12.15
1569060807,2,78,4.03,12.12
1569060914,2,78,4.03,12.11
1569061020,2,79,4.03,12.09
1569061127,2,78,4.03,12.06
1569061234,2,78,4.03,12.02
1569061341,2,78,4.03,12.01
1569061447,2,78,4.03,11.95
1569061553,2,78,4.03,11.82
1569061659,2,78,4.03,11.81
